id,nome,mae,sexo,cod_munic_res,dt_nasc
42683,Gabrielly Correia Aparecida,Mariah da Mata CAMPOS Aparecida,F,330470640,1996-05-25
42684,Anthony Pimenta Cassiano,Rafaela Cavalcanti Cassiano,M,315460610,1997-05-25
42685,Lara Mendes Cirino,Nina Nunes Cirino,F,351770305,2010-02-24
42686,Cauê Dias Moreira,Olívia da Conceição COSTELA Moreira,M,313780905,1982-06-08
42687,Danilo Teixeira Cunha,Carolina Sousa Cunha,M,352120005,2021-11-13
42688,Melina Pires Dias,Mariah Garcia Dias,F,430805210,2024-03-16
42689,Paulo Santos Moreira,Valentina Pacheco Moreira,M,312240505,2014-11-13
42690,Vitor Gonçalves Jesus,Isadora Freitas Jesus,M,230850035,1981-08-24
42691,Benjamin Correia Sales,Evelyn Fogaça Sales,M,130110005,1973-06-06
42692,Vitor Hugo Vasconcelos Fonseca,Maya da Mota RIBEIRO Fonseca,M,312460910,2015-03-08
42693,Bryan Vargas Ferreira,Amanda Fogaça Ferreira,M,410010305,2019-07-26
42694,Luigi Borges Aparecida,Liz da Conceição MOURA Aparecida,M,351060930,2019-04-07
42695,Giovanna Gonçalves da Cruz,Luana Moraes da Cruz,F,292300110,1986-10-25
42696,Leandro Ribeiro Castro,Maria Isis Fonseca Castro,M,430468905,1973-12-18
42697,Cauê Porto Aparecida,Ana Luiza Martins Aparecida,M,430085120,2009-06-08
42698,Ana Clara Costela Castro,Julia Moura Castro,F,351010405,2012-05-23
42699,Marina Azevedo Campos,Ágatha Pimenta Campos,F,250510505,1981-11-28
42700,Clara Moraes Cunha,Ana Lívia Martins Cunha,F,230540720,1984-09-01
42701,Eduarda Nogueira Carvalho,Ana Luiza Farias Carvalho,F,500330605,1986-12-29
42702,Gael Henrique Araújo Costa,Bella Moreira Costa,M,311380005,2021-06-08
42703,Marcos Vinicius Guerra Costa,Isabelly Cardoso Costa,M,350750615,1994-01-03
42704,Alícia da Paz REZENDE Novais,Letícia Oliveira Novais,F,313020010,1977-07-28
42705,Lucas Gabriel Siqueira da Mota,Letícia Santos da Mota,M,431645124,1975-11-07
42706,Isaac Vargas Macedo,Ester Jesus Macedo,M,355030896,1975-03-16
42707,Henry Melo Freitas,Julia Borges Freitas,M,411070620,1985-09-22
42708,Nina da Cruz MARTINS Camargo,Maitê Melo Camargo,F,430593405,1981-02-08
42709,Ana Melo Nogueira,Hellena Correia Nogueira,F,330010015,2019-03-07
42710,Clarice Cunha Abreu,Bianca Vasconcelos Abreu,F,313540705,2020-03-03
42711,Maria Machado Lima,Hadassa Souza Lima,F,410752005,1971-10-08
42712,Josué Fernandes Macedo,Daniela Costa Macedo,M,330460720,1989-12-23
42713,Gabrielly Azevedo Azevedo,Yasmin Albuquerque Azevedo,F,311860105,2016-06-02
42714,Evelyn Cavalcanti Novais,Emanuella Rocha Novais,F,240520705,1992-12-04
42715,Thiago Teixeira Silveira,Lavínia Sales Silveira,M,310730745,1996-11-23
42716,Bernardo Pastor Castro,Stella Duarte Castro,M,170190305,2011-11-22
42717,Nicolas Pastor Melo,Olívia Almeida Melo,M,431420920,1994-01-13
42718,Bianca das Neves SOUSA Araújo,Kamilly Gomes Araújo,F,410470905,2002-11-09
42719,Maria Luiza Câmara Alves,Helena Dias Alves,F,130440110,1998-06-06
42720,Beatriz Gonçalves Guerra,Laura Andrade Guerra,F,410030105,2002-04-20
42721,Julia Cassiano Lopes,Maria Sampaio Lopes,F,353250415,1992-06-16
42722,Aylla Borges Souza,Aurora Monteiro Souza,F,330290807,1983-02-01
42723,José Miguel Porto da Luz,Natália Gonçalves da Luz,M,230180205,2001-01-01
42724,Maria Sophia Ferreira Pires,Fernanda Vargas Pires,F,291080040,1992-04-22
42725,Vinícius Andrade Cardoso,Jade Carvalho Cardoso,M,290570120,2007-08-14
42726,Théo Monteiro Pereira,Valentina Cavalcante Pereira,M,261170510,1996-07-10
42727,Sara Rocha da Paz,Milena Ribeiro da Paz,F,313850005,2000-02-26
42728,Lorena da Costa CASSIANO Almeida,Clarice Sousa Almeida,F,353475705,2023-08-17
42729,Davi Fogaça Ferreira,Juliana Cassiano Ferreira,M,260260520,2023-02-05
42730,Maria Flor Silva Viana,Maria Julia Monteiro Viana,F,421930905,2024-02-18
42731,Gael Cavalcanti Vargas,Maria Ribeiro Vargas,M,412480620,1993-05-07
42732,Alana Castro Barros,Maria Luísa Vasconcelos Barros,F,240895305,1972-11-08
42733,Diego Santos Jesus,Nicole Pastor Jesus,M,211210005,2003-01-26
42734,Matheus da Rocha BARROS da Cruz,Antonella Cunha da Cruz,M,431570130,1986-10-04
42735,Eduardo Lima Azevedo,Júlia Costa Azevedo,M,420970610,1977-05-12
42736,Lucca Pereira Pastor,Luiza Vieira Pastor,M,313360005,1990-03-25
42737,Maria Clara Pires Almeida,Maria Laura Leão Almeida,F,251278805,1971-02-09
42738,Ana Júlia da Costa DA MATA Casa Grande,Caroline Peixoto Casa Grande,F,352850205,1983-01-22
42739,Emilly Silva Camargo,Isadora Sampaio Camargo,F,330440910,1990-09-08
42740,Daniela Camargo Moraes,Ana Luiza Martins Moraes,F,313510015,2003-01-06
42741,Theo Porto Aparecida,Heloisa Pastor Aparecida,M,313065505,1992-09-08
42742,Levi Aparecida Cavalcante,Ana Vitória Rios Cavalcante,M,510776805,1977-06-25
42743,Otávio Cassiano Barbosa,Ágatha Cunha Barbosa,M,430340005,1987-03-19
42744,Maria Laura Mendonça Brito,Natália Rios Brito,F,110180705,1991-08-17
42745,Samuel Farias Sales,Heloísa Câmara Sales,M,430165125,1977-07-06
42746,Rael Fernandes Cirino,Lorena Rocha Cirino,M,260280305,2006-04-24
42747,Davi Lucas Santos Cavalcante,Maria Laura Aparecida Cavalcante,M,353110005,1998-12-23
42748,José Pinto Carvalho,Maria Helena Correia Carvalho,M,130170410,2009-05-22
42749,Laura Cardoso Pereira,Helena Andrade Pereira,F,410710805,2007-05-31
42750,Ayla Alves Farias,Letícia da Paz DA CRUZ Farias,F,220720705,1994-08-15
42751,Rafael Barros Lima,Camila Peixoto Lima,M,313655305,1998-08-01
42752,Ana Sophia Porto Vargas,Maria Isis Souza Vargas,F,314310410,1995-10-10
42753,Mariana Carvalho Barbosa,Heloísa Fogaça Barbosa,F,261130905,2016-05-23
42754,Isabella Lima Vieira,Ana Clara Machado Vieira,F,317040405,1979-09-30
42755,Larissa Rios Vasconcelos,Agatha Aparecida Vasconcelos,F,292925515,1995-01-15
42756,João Miguel Gomes Macedo,Melina Cassiano Macedo,M,421190010,2006-06-30
42757,Manuella Novaes Silva,Júlia Castro Silva,F,150700315,1985-04-02
42758,Ana Cecília Marques Albuquerque,Olívia Ribeiro Albuquerque,F,220695105,1994-12-20
42759,Stephany Sousa Melo,Joana Leão Melo,F,261310715,1996-11-25
42760,Heloisa Moreira Azevedo,Maria Flor da Mota GARCIA Azevedo,F,210470105,1985-05-30
42761,Arthur da Cruz MENDONÇA Gomes,Letícia Aragão Gomes,M,315740105,2006-11-03
42762,Lunna Novaes Gomes,Maria Clara Guerra Gomes,F,431420905,2011-07-11
42763,Cecilia Fernandes Camargo,Manuela Monteiro Camargo,F,220620905,1971-05-08
42764,Vitor Gabriel Brito Pires,Caroline Pastor Pires,M,431570105,1974-10-01
42765,Júlia Novais Siqueira,Aylla Carvalho Siqueira,F,430750005,2012-12-13
42766,Maitê Leão Câmara,Mariana Barros Câmara,F,260560808,2009-06-25
42767,Erick Viana das Neves,Mariah Jesus das Neves,M,231400320,1991-11-29
42768,Isaac Sá Moreira,Maria Fernanda Albuquerque Moreira,M,240270905,1999-08-26
42769,Henry Macedo das Neves,Hadassa da Conceição LIMA das Neves,M,350930415,2008-05-22
42770,Evelyn Casa Grande Silveira,Rafaela Leão Silveira,F,290690705,2012-02-28
42771,Maria Montenegro Ferreira,Luiza Jesus Ferreira,F,280350005,2022-11-30
42772,Igor da Cunha PINTO Moreira,Alana Viana Moreira,M,250400915,2021-12-20
42773,Maya da Conceição CIRINO Rocha,Alana Fogaça Rocha,F,250950305,1996-10-31
42774,Noah das Neves LEÃO Peixoto,Giovanna Cardoso Peixoto,M,230526627,2015-09-26
42775,Ravy Monteiro Costela,Luna Moura Costela,M,310470010,2001-11-08
42776,Noah Cavalcanti Pereira,Hellena Porto Pereira,M,432080005,1994-04-02
42777,Alexandre Lima Fogaça,Sofia Sousa Fogaça,M,410990610,2017-11-03
42778,Calebe Camargo Azevedo,Ana Lívia Pastor Azevedo,M,431036305,2001-06-11
42779,Alice Nunes Cirino,Joana Fogaça Cirino,F,230500120,2001-02-03
42780,Kevin Pastor da Rosa,Jade Rezende da Rosa,M,521770805,1997-11-22
42781,Matheus Rocha da Conceição,Larissa Pires da Conceição,M,420530805,2019-05-23
42782,Larissa Barros da Paz,Ísis Correia da Paz,F,410910405,1983-08-01
42783,Bruno Pires da Cunha,Ana Lívia Rodrigues da Cunha,M,220410505,2004-03-11
42784,Gabriela Viana Teixeira,Emanuelly Rodrigues Teixeira,F,312590310,1990-09-17
42785,Ana Lívia Costa Campos,Maria Eduarda Cirino Campos,F,260320705,1972-08-21
42786,Maitê Barbosa Ramos,Mirella da Mata VASCONCELOS Ramos,F,430410140,1996-03-21
42787,Daniel Souza Pires,Anna Liz Camargo Pires,M,317043805,1974-11-06
42788,José Pedro Machado da Luz,Helena Cavalcante da Luz,M,510590307,1984-11-15
42789,Maria Andrade Ramos,Gabriela Porto Ramos,F,330470650,2007-08-20
42790,Emilly Caldeira Gomes,Maria Isis Borges Gomes,F,230800505,2012-06-11
42791,Vinicius Pacheco Gonçalves,Ana Liz Almeida Gonçalves,M,354140610,1977-08-18
42792,Bryan Alves Albuquerque,Fernanda Costa Albuquerque,M,220595305,1987-08-16
42793,Lucca Silveira Ramos,Maitê Cavalcanti Ramos,M,316110635,1972-10-01
42794,Ísis Marques Lima,Jade da Mata ABREU Lima,F,320500225,1982-04-04
42795,Gabrielly Sales Ramos,Liz Duarte Ramos,F,290140315,1984-11-28
42796,Ágatha Novaes Rocha,Ana Luiza Campos Rocha,F,510340335,2021-10-26
42797,Isabelly Barros Borges,Cecília Nogueira Borges,F,431020708,1990-06-03
42798,Lavínia da Paz NOVAES Barros,Isabel Caldeira Barros,F,316830905,2016-01-15
42799,Leonardo da Luz CARDOSO Freitas,Raquel Viana Freitas,M,316010805,1976-02-27
42800,Maria Fernanda das Neves RODRIGUES Santos,Ana Carolina Azevedo Santos,F,312160510,2021-09-07
42801,Eloah Dias Camargo,Eloah Andrade Camargo,F,351190405,2024-04-19
42802,Isabela Borges Moreira,Manuella Novais Moreira,F,310640830,1980-01-23
42803,Ester Barros Rodrigues,Aurora Sampaio Rodrigues,F,355030834,1974-10-01
42804,Ana Liz Alves Carvalho,Lunna Freitas Carvalho,F,290515610,1976-09-17
42805,Esther Aparecida Cirino,Jade Alves Cirino,F,261090525,1989-12-29
42806,Maria Isis Costela Cassiano,Elisa Souza Cassiano,F,241340905,2015-01-10
42807,Anna Liz Brito Cirino,Alana Almeida Cirino,F,230930015,1990-08-22
42808,Isadora Farias Viana,Maria Luiza Viana Viana,F,510020105,2002-04-03
42809,Asafe Sousa Montenegro,Allana Lima Montenegro,M,251450305,1993-01-29
42810,Natália da Rocha NOVAES Novais,Raquel da Paz SANTOS Novais,F,231130659,2018-12-27
42811,Ana Laura Pastor Cunha,Luna Jesus Cunha,F,261530005,1998-05-23
42812,Luiz Otávio Borges Martins,Yasmin Borges Martins,M,412640510,1985-01-21
42813,Heloisa Carvalho da Rocha,Maria Luísa Azevedo da Rocha,F,290120505,2016-04-28
42814,Ana Laura Albuquerque Pastor,Sofia Marques Pastor,F,351590505,1986-03-31
42815,Emanuelly Aragão Mendonça,Sarah das Neves DA MATA Mendonça,F,220455005,2017-05-18
42816,Alícia da Paz ARAGÃO Mendonça,Camila Araújo Mendonça,F,260240705,1990-04-14
42817,Maitê Marques Mendonça,Ágatha Nogueira Mendonça,F,431590905,2012-08-08
42818,Maria Helena Mendes Machado,Laura Martins Machado,F,500310810,1988-06-14
42819,Lavínia Albuquerque Pinto,Isabela Oliveira Pinto,F,270620805,1979-11-16
42820,Luiz Gustavo Gonçalves Azevedo,Sarah das Neves JESUS Azevedo,M,522040505,1982-03-10
42821,Fernando da Conceição ROCHA Cassiano,Isabel Azevedo Cassiano,M,291720105,1984-09-06
42822,Isadora da Conceição CARVALHO Aparecida,Valentina Cavalcanti Aparecida,F,315440835,2014-10-26
42823,Laura Alves Martins,Maria Júlia Pires Martins,F,350410705,1981-05-09
42824,Benjamim Pacheco Mendonça,Maria Júlia Cunha Mendonça,M,292805905,2014-04-09
42825,Bryan Fonseca Fernandes,Isabelly da Rocha DA PAZ Fernandes,M,412770033,2009-05-12
42826,Joaquim da Paz PASTOR Campos,Maria Cecília Barbosa Campos,M,432300240,1975-06-09
42827,Ester Cunha Pacheco,Maria Luiza Santos Pacheco,F,352070705,1992-09-11
42828,Isabella Martins da Mata,Ana Vitória Abreu da Mata,F,412710605,2022-12-31
42829,Bella Duarte Machado,Ana Júlia Martins Machado,F,430890425,1990-02-15
42830,Luiz Henrique da Luz MENDONÇA Jesus,Ísis Borges Jesus,M,430740105,2016-06-05
42831,Gabriel Aparecida Almeida,Fernanda Azevedo Almeida,M,261330505,2005-08-16
42832,Gustavo Henrique Monteiro Porto,Maria Alice da Rocha CARDOSO Porto,M,352265305,1993-04-10
42833,Marcelo da Cunha FERNANDES Marques,Rafaela Gomes Marques,M,292230020,1990-09-28
42834,Henrique Fonseca Pastor,Brenda da Mata SIQUEIRA Pastor,M,290180905,1991-07-23
42835,Lara Caldeira Brito,Melina Aragão Brito,F,293330735,2007-05-04
42836,Samuel Campos Cavalcante,Emanuella Leão Cavalcante,M,316553705,2009-08-28
42837,Fernanda Montenegro Cassiano,Catarina Castro Cassiano,F,410880910,2017-02-08
42838,Anthony Fernandes Fonseca,Elisa Abreu Fonseca,M,352270310,2016-09-04
42839,Sophie Sampaio Costela,Ana Lívia Lopes Costela,F,430558705,2010-02-01
42840,Calebe Abreu Pacheco,Maria da Rosa VASCONCELOS Pacheco,M,313545605,2024-03-12
42841,Asafe Fernandes Fogaça,Anna Liz Sales Fogaça,M,320225610,2001-10-25
42842,Allana Oliveira Leão,Yasmin Lima Leão,F,315220416,1984-06-28
42843,Noah da Paz DA CONCEIÇÃO Ferreira,Ayla Correia Ferreira,M,410340405,1990-04-03
42844,Paulo da Mota CASA GRANDE Costela,Maya Alves Costela,M,290050405,1972-02-25
42845,Davi Luiz Viana Mendes,Ana Laura Duarte Mendes,M,355500020,1980-01-22
42846,Isabela Novaes Aragão,Stephany Gonçalves Aragão,F,230370930,1998-10-08
42847,Aurora Nunes Moraes,Maria Clara Montenegro Moraes,F,431920805,1994-08-12
42848,Isabella Casa Grande Machado,Antonella Lopes Machado,F,311190310,1987-07-09
42849,Ana Laura da Conceição FERREIRA da Paz,Emanuella Aparecida da Paz,F,500540005,2005-05-19
42850,Aurora Fernandes Fonseca,Clarice Caldeira Fonseca,F,311600105,1974-09-26
42851,Heloísa Garcia Vasconcelos,Melissa Albuquerque Vasconcelos,F,170765205,2019-01-16
42852,André Borges Novais,Emilly Gomes Novais,M,311910408,1989-03-06
42853,Alícia Garcia Almeida,Isabel da Mota RIOS Almeida,F,431517205,2012-08-09
42854,Nicolas das Neves RIOS Rios,Laís Rezende Rios,M,420430135,2021-09-02
42855,Isadora Guerra da Costa,Maria Eduarda da Mata CASA GRANDE da Costa,F,292720005,1976-04-07
42856,Mirella da Costa RAMOS Dias,Elisa Montenegro Dias,F,314655205,2001-09-17
42857,Valentim Vasconcelos Pimenta,Rebeca Monteiro Pimenta,M,210370305,1979-12-24
42858,Théo Castro Cardoso,Gabriela da Costa MARTINS Cardoso,M,292810910,1996-07-06
42859,Anthony Guerra Farias,Rafaela Machado Farias,M,315910005,1972-09-07
42860,Diego Gomes Barbosa,Brenda Casa Grande Barbosa,M,431301105,2002-07-21
42861,Ana Liz Campos Castro,Giovanna Pastor Castro,F,431680835,1983-04-15
42862,Mathias Montenegro Castro,Pietra Carvalho Castro,M,510792530,1986-10-08
42863,Ana Lívia Camargo Pacheco,Ana Sophia das Neves MARTINS Pacheco,F,330412820,2010-08-09
42864,Enzo Costela Duarte,Eloá da Luz PASTOR Duarte,M,130395705,2015-09-05
42865,Henrique Santos Carvalho,Hadassa Cunha Carvalho,M,430045505,2004-03-26
42866,Maria Helena Costa Siqueira,Alícia Sá Siqueira,F,220245505,2011-06-27
42867,Hellena Sá Mendes,Zoe Fonseca Mendes,F,120045005,2004-06-06
42868,Clarice Cavalcanti Siqueira,Stephany Porto Siqueira,F,431350811,1987-12-23
42869,Lucas Gabriel Campos Campos,Manuela da Mata DA ROSA Campos,M,292440510,2013-07-01
42870,Manuela Moraes Gomes,Ísis Novais Gomes,F,230070512,1992-08-02
42871,Pietra Gonçalves Aragão,Ana Júlia Porto Aragão,F,353910305,2007-01-23
42872,Nicole Monteiro Pacheco,Maria Sophia Vasconcelos Pacheco,F,220323005,2017-03-14
42873,Ana Cecília Jesus Pimenta,Maria Júlia Carvalho Pimenta,F,350920510,1983-06-18
42874,Luiz Fernando Vasconcelos da Conceição,Kamilly Pires da Conceição,M,412860910,1992-04-01
42875,Marina Pimenta Moraes,Maria Laura Pinto Moraes,F,430745020,1975-01-24
42876,Vitória da Luz MONTENEGRO Correia,Sara Cardoso Correia,F,432040405,1997-05-03
42877,Ravi Lucca Camargo Cirino,Alexia Araújo Cirino,M,430770805,1978-03-19
42878,Pietra da Rocha MACHADO Camargo,Ana Sophia Freitas Camargo,F,431237730,1995-08-25
42879,Ana Clara Vieira Moura,Allana Peixoto Moura,F,316890305,1982-08-20
42880,Cecilia Sá Fernandes,Júlia Pires Fernandes,F,431020755,1976-06-03
42881,Stephany da Luz BARROS Fogaça,Maria Isis Rocha Fogaça,F,240325105,1992-04-07
42882,Maria Fernanda Oliveira Castro,Milena Abreu Castro,F,330093605,1970-05-07
42883,Maria da Conceição SALES Abreu,Stephany Garcia Abreu,F,355030891,2023-03-22
42884,Alana Casa Grande Fogaça,Marina da Costa CALDEIRA Fogaça,F,311750405,1973-02-27
42885,Renan Montenegro Araújo,Evelyn Freitas Araújo,M,355440905,2018-07-30
42886,Allana Santos Marques,Olivia Lopes Marques,F,170550805,2017-12-18
42887,Eduardo Pires Nunes,Melissa Guerra Nunes,M,431790515,2021-05-14
42888,Maria Clara Ferreira Rios,Hadassa Nunes Rios,F,430435810,2010-06-30
42889,Bianca Peixoto Viana,Marina Araújo Viana,F,130255305,2023-12-28
42890,Francisco Rodrigues Pimenta,Ana Luiza Borges Pimenta,M,354460805,1983-09-28
42891,Lucca Rocha Sampaio,Liz da Rosa GONÇALVES Sampaio,M,230240432,1983-05-19
42892,Yuri Mendes Pastor,Ana Lívia Andrade Pastor,M,231270015,2013-02-05
42893,Luiz Otávio Gomes Castro,Ana Carolina Brito Castro,M,355495305,2001-05-10
42894,Nina Novaes Mendonça,Zoe Castro Mendonça,F,312733915,1987-10-06
42895,Gustavo Henrique Caldeira Barros,Allana Siqueira Barros,M,412570435,1979-02-18
42896,Maria Alice da Conceição SILVEIRA Ferreira,Stella da Rosa MONTEIRO Ferreira,F,431640230,1977-08-08
42897,Dom Cardoso Andrade,Letícia Jesus Andrade,M,431210410,2014-11-15
42898,Ayla da Conceição VASCONCELOS Porto,Ana Julia Farias Porto,F,311910410,1991-08-25
42899,Pietra Costela Sampaio,Carolina das Neves FOGAÇA Sampaio,F,315510820,2002-02-05
42900,Juliana da Rosa NOGUEIRA Barbosa,Maria Helena Vargas Barbosa,F,150630210,2013-07-19
42901,Ana Luiza Novaes Nascimento,Luna Lopes Nascimento,F,291310120,2007-04-24
42902,João Lucas Sampaio Silveira,Melissa Cirino Silveira,M,313980515,1971-02-08
42903,João Miguel Pacheco Marques,Alexia Peixoto Marques,M,210675505,2010-12-11
42904,Maria Vitória Aparecida Monteiro,Stephany Mendonça Monteiro,F,421569505,1981-01-14
42905,Igor Dias Fonseca,Eloá Barbosa Fonseca,M,430512415,1970-03-11
42906,Daniel Câmara Carvalho,Maysa da Rosa CAMPOS Carvalho,M,250440515,1989-08-11
42907,Ana Júlia Cavalcanti Cassiano,Maria Alice Pereira Cassiano,F,432380425,1990-02-12
42908,Lorena Silva Lopes,Maria Laura Moraes Lopes,F,430290705,1976-05-19
42909,Bianca da Conceição DA ROCHA Marques,Aylla Barros Marques,F,411630705,1993-04-11
42910,Ana Cecília Alves Duarte,Carolina Azevedo Duarte,F,315700525,1990-06-30
42911,Maysa Camargo Peixoto,Isabela Cassiano Peixoto,F,421200710,1989-01-01
42912,Rafael Andrade Vieira,Esther Barros Vieira,M,310960005,2005-06-23
42913,Helena Albuquerque Abreu,Maria Laura Borges Abreu,F,313410305,1992-02-12
42914,Maya Guerra Monteiro,Lara Sales Monteiro,F,292600410,1988-09-12
42915,Fernanda Abreu Castro,Sara da Rosa REZENDE Castro,F,210850405,1972-02-02
42916,Mariana Martins Brito,Cecília Porto Brito,F,292045205,2007-07-24
42917,Cauã Sales Oliveira,Ana Liz Duarte Oliveira,M,171430205,1993-11-21
42918,Guilherme Borges Pimenta,Camila Jesus Pimenta,M,412570420,1974-06-21
42919,Fernando da Cruz VIEIRA Santos,Maria Luísa Cardoso Santos,M,251420605,2006-05-13
42920,Eduarda Monteiro Machado,Maria Eduarda Cavalcante Machado,F,130280105,1986-12-03
42921,Stephany Ferreira Cassiano,Maria Isis Fonseca Cassiano,F,430360805,1992-12-06
42922,Pedro Lucas Vasconcelos Novais,Emilly Alves Novais,M,520670105,2009-12-24
42923,Evelyn Cavalcanti Pacheco,Maria Júlia Vasconcelos Pacheco,F,292630105,2022-10-25
42924,Brenda Nascimento da Mata,Antonella Vargas da Mata,F,292990905,1978-10-12
42925,Valentim Almeida Moraes,Lavínia Cunha Moraes,M,420730415,2009-04-13
42926,Théo Costela Cavalcanti,Raquel Almeida Cavalcanti,M,350380205,1970-05-29
42927,Luigi da Cunha VARGAS Guerra,Cecilia Dias Guerra,M,353060713,2014-04-24
42928,Gustavo Machado da Luz,Ísis Ramos da Luz,M,251570805,2015-07-08
42929,José Pedro Carvalho da Costa,Yasmin Sá da Costa,M,310620005,2017-01-28
42930,Carolina Viana Melo,Aurora da Mata PEREIRA Melo,F,241260905,2010-08-19
42931,Maria Vitória Mendonça da Luz,Emanuella Alves da Luz,F,411850130,1984-05-02
42932,Ísis Cavalcante Mendes,Stella Novais Mendes,F,292500610,1981-01-13
42933,Clara Costela Abreu,Bianca Melo Abreu,F,313940930,2023-10-06
42934,Joana Monteiro Cavalcante,Olivia Campos Cavalcante,F,230900310,2021-11-26
42935,Bruno Teixeira Moraes,Brenda Rodrigues Moraes,M,231130657,2014-07-08
42936,Benjamim Cirino Vargas,Ana Carolina Pastor Vargas,M,280610705,2020-04-13
42937,João Lucas da Mata TEIXEIRA Montenegro,Esther Martins Montenegro,M,311680305,1978-07-31
42938,Kaique Leão da Rosa,Ayla Gonçalves da Rosa,M,320190230,2011-11-28
42939,Juliana da Luz ROCHA Guerra,Ana Beatriz Martins Guerra,F,293300005,1985-06-05
42940,Yasmin Marques Siqueira,Luiza Melo Siqueira,F,351370205,2009-01-30
42941,Eloah Carvalho Borges,Elisa Sampaio Borges,F,352550805,1974-02-01
42942,Carolina Cassiano Vasconcelos,Heloisa Pereira Vasconcelos,F,230020030,1987-11-10
42943,Matteo Farias Nascimento,Isadora Silva Nascimento,M,210547605,2023-06-02
42944,Matheus Barbosa da Paz,Maria Liz Freitas da Paz,M,280067005,2023-08-26
42945,Rafaela Costela das Neves,Joana Sousa das Neves,F,241470405,1994-03-07
